trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
245,20:21:00,20:21:00,87,6,,0,0,1
246,20:03:00,20:03:00,4,1,,0,0,1
246,20:10:00,20:10:00,17,2,,0,0,1
246,20:22:00,20:22:00,19,3,,0,0,1
246,20:30:00,20:30:00,8,4,,0,0,1
246,20:42:00,20:42:00,20,5,,0,0,1
246,20:46:00,20:46:00,87,6,,0,0,1
247,20:28:00,20:28:00,4,1,,0,0,1
247,20:35:00,20:35:00,17,2,,0,0,1
247,20:47:00,20:47:00,19,3,,0,0,1
247,20:55:00,20:55:00,8,4,,0,0,1
247,21:07:00,21:07:00,20,5,,0,0,1
247,21:11:00,21:11:00,87,6,,0,0,1
248,20:53:00,20:53:00,4,1,,0,0,1
248,21:00:00,21:00:00,17,2,,0,0,1
248,21:12:00,21:12:00,19,3,,0,0,1
248,21:20:00,21:20:00,8,4,,0,0,1
248,21:32:00,21:32:00,20,5,,0,0,1
248,21:36:00,21:36:00,87,6,,0,0,1
249,21:18:00,21:18:00,4,1,,0,0,1
249,21:25:00,21:25:00,17,2,,0,0,1
249,21:37:00,21:37:00,19,3,,0,0,1
249,21:45:00,21:45:00,8,4,,0,0,1
249,21:57:00,21:57:00,20,5,,0,0,1
249,22:01:00,22:01:00,87,6,,0,0,1
250,21:43:00,21:43:00,4,1,,0,0,1
250,21:50:00,21:50:00,17,2,,0,0,1
250,22:02:00,22:02:00,19,3,,0,0,1
250,22:10:00,22:10:00,8,4,,0,0,1
250,22:22:00,22:22:00,20,5,,0,0,1
250,22:26:00,22:26:00,87,6,,0,0,1
251,06:49:00,06:49:00,87,1,,0,0,1
251,06:57:00,06:57:00,20,2,,0,0,1
251,07:10:00,07:10:00,8,3,,0,0,1
