trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
92,08:00:00,08:00:00,20,2,,0,0,1
92,08:12:00,08:12:00,8,3,,0,0,1
92,08:20:00,08:20:00,19,4,,0,0,1
92,08:28:00,08:28:00,18,5,,0,0,1
92,08:36:00,08:36:00,17,6,,0,0,1
92,08:40:00,08:40:00,4,7,,0,0,1
93,08:14:00,08:14:00,87,1,,0,0,1
93,08:22:00,08:22:00,20,2,,0,0,1
93,08:34:00,08:34:00,8,3,,0,0,1
93,08:42:00,08:42:00,19,4,,0,0,1
93,08:50:00,08:50:00,18,5,,0,0,1
93,08:58:00,08:58:00,17,6,,0,0,1
93,09:02:00,09:02:00,4,7,,0,0,1
94,08:36:00,08:36:00,87,1,,0,0,1
94,08:44:00,08:44:00,20,2,,0,0,1
94,08:56:00,08:56:00,8,3,,0,0,1
94,09:04:00,09:04:00,19,4,,0,0,1
94,09:12:00,09:12:00,18,5,,0,0,1
94,09:20:00,09:20:00,17,6,,0,0,1
94,09:24:00,09:24:00,4,7,,0,0,1
95,08:58:00,08:58:00,87,1,,0,0,1
95,09:06:00,09:06:00,20,2,,0,0,1
95,09:18:00,09:18:00,8,3,,0,0,1
95,09:26:00,09:26:00,19,4,,0,0,1
95,09:34:00,09:34:00,18,5,,0,0,1
95,09:42:00,09:42:00,17,6,,0,0,1
95,09:46:00,09:46:00,4,7,,0,0,1
96,09:20:00,09:20:00,87,1,,0,0,1
96,09:28:00,09:28:00,20,2,,0,0,1
96,09:40:00,09:40:00,8,3,,0,0,1
96,09:48:00,09:48:00,19,4,,0,0,1
96,09:56:00,09:56:00,18,5,,0,0,1
96,10:04:00,10:04:00,17,6,,0,0,1
96,10:08:00,10:08:00,4,7,,0,0,1
97,09:42:00,09:42:00,87,1,,0,0,1
97,09:50:00,09:50:00,20,2,,0,0,1
97,10:02:00,10:02:00,8,3,,0,0,1
97,10:10:00,10:10:00,19,4,,0,0,1
97,10:18:00,10:18:00,18,5,,0,0,1
97,10:26:00,10:26:00,17,6,,0,0,1
97,10:30:00,10:30:00,4,7,,0,0,1
98,13:28:00,13:28:00,4,1,,0,0,1
98,13:36:00,13:36:00,17,2,,0,0,1
98,13:45:00,13:45:00,18,3,,0,0,1
98,13:55:00,13:55:00,19,4,,0,0,1
98,14:04:00,14:04:00,8,5,,0,0,1
98,14:18:00,14:18:00,20,6,,0,0,1
98,14:22:00,14:22:00,87,7,,0,0,1
99,07:16:00,07:16:00,86,1,,0,0,1
99,07:20:45,07:20:45,66,2,,0,0,0
99,07:22:18,07:22:18,74,3,,0,0,0
99,07:24:23,07:24:23,68,4,,0,0,0
99,07:29:07,07:29:07,107,5,,0,0,0
99,07:30:51,07:30:51,108,6,,0,0,0
99,07:33:42,07:33:42,131,7,,0,0,0
99,07:34:17,07:34:17,133,8,,0,0,0
99,07:36:26,07:36:26,132,9,,0,0,0
99,07:38:27,07:38:27,82,10,,0,0,0
99,07:41:03,07:41:03,83,11,,0,0,0
99,07:43:40,07:43:40,84,12,,0,0,0
99,07:45:40,07:45:40,85,13,,0,0,0
99,07:46:46,07:46:46,67,14,,0,0,0
99,07:51:00,07:51:00,86,15,,0,0,1
100,13:52:00,13:52:00,4,1,,0,0,1
100,14:00:00,14:00:00,17,2,,0,0,1
100,14:09:00,14:09:00,18,3,,0,0,1
100,14:19:00,14:19:00,19,4,,0,0,1
100,14:28:00,14:28:00,8,5,,0,0,1
100,14:42:00,14:42:00,20,6,,0,0,1
100,14:46:00,14:46:00,87,7,,0,0,1
101,14:16:00,14:16:00,4,1,,0,0,1
101,14:24:00,14:24:00,17,2,,0,0,1
101,14:33:00,14:33:00,18,3,,0,0,1
101,14:43:00,14:43:00,19,4,,0,0,1
101,14:52:00,14:52:00,8,5,,0,0,1
101,15:06:00,15:06:00,20,6,,0,0,1
101,15:10:00,15:10:00,87,7,,0,0,1
102,14:40:00,14:40:00,4,1,,0,0,1
102,14:48:00,14:48:00,17,2,,0,0,1
102,14:57:00,14:57:00,18,3,,0,0,1
102,15:07:00,15:07:00,19,4,,0,0,1
102,15:16:00,15:16:00,8,5,,0,0,1
102,15:30:00,15:30:00,20,6,,0,0,1
102,15:34:00,15:34:00,87,7,,0,0,1
103,15:04:00,15:04:00,4,1,,0,0,1
103,15:12:00,15:12:00,17,2,,0,0,1
103,15:21:00,15:21:00,18,3,,0,0,1
103,15:31:00,15:31:00,19,4,,0,0,1
103,15:40:00,15:40:00,8,5,,0,0,1
103,15:54:00,15:54:00,20,6,,0,0,1
103,15:58:00,15:58:00,87,7,,0,0,1
104,15:28:00,15:28:00,4,1,,0,0,1
104,15:36:00,15:36:00,17,2,,0,0,1
104,15:45:00,15:45:00,18,3,,0,0,1
104,15:55:00,15:55:00,19,4,,0,0,1
104,16:04:00,16:04:00,8,5,,0,0,1
104,16:18:00,16:18:00,20,6,,0,0,1
104,16:22:00,16:22:00,87,7,,0,0,1
105,15:52:00,15:52:00,4,1,,0,0,1
105,16:00:00,16:00:00,17,2,,0,0,1
105,16:09:00,16:09:00,18,3,,0,0,1
105,16:19:00,16:19:00,19,4,,0,0,1
105,16:28:00,16:28:00,8,5,,0,0,1
105,16:42:00,16:42:00,20,6,,0,0,1
105,16:46:00,16:46:00,87,7,,0,0,1
106,16:16:00,16:16:00,4,1,,0,0,1
106,16:24:00,16:24:00,17,2,,0,0,1
106,16:33:00,16:33:00,18,3,,0,0,1
106,16:43:00,16:43:00,19,4,,0,0,1
106,16:52:00,16:52:00,8,5,,0,0,1
106,17:06:00,17:06:00,20,6,,0,0,1
106,17:10:00,17:10:00,87,7,,0,0,1
107,16:40:00,16:40:00,4,1,,0,0,1
107,16:48:00,16:48:00,17,2,,0,0,1
107,16:57:00,16:57:00,18,3,,0,0,1
107,17:07:00,17:07:00,19,4,,0,0,1
107,17:16:00,17:16:00,8,5,,0,0,1
107,17:30:00,17:30:00,20,6,,0,0,1
